method,group_id,seed,recall@50,mrr,map,ndcg@50,tie_fraction
ensemble,BGC0001700,20260810,1.0,0.15263832711014028,1.0,1.0,0.1450230414746544
ensemble,BGC0001945,20260810,0.865,0.6828170223526954,0.8656340447053908,0.8955497420466737,0.15156682027649768
ensemble,BGC0001952,20260810,1.0,0.25860088985088986,1.0,1.0,0.14608294930875576
ensemble,BGC0002061,20260810,0.9327272727272726,0.12688661962927794,0.4237337610299485,0.6603819002396896,0.14511520737327188
ensemble,BGC0002095,20260810,1.0,0.18526848068530832,0.5271836395885452,0.775512740267675,0.1432258064516129
ensemble,BGC0002378,20260810,0.7040000000000001,0.38399292180571504,0.6810414325861509,0.7766464374733231,0.1460599078341014
ensemble,BGC0002625,20260810,1.0,0.2745343040797586,1.0,1.0,0.14599078341013827
ensemble,BGC0000031,20260811,0.9131818181818184,0.1465431844970148,0.7112474011922661,0.8730612746764074,0.14774193548387096
ensemble,BGC0000078,20260811,0.81,0.5736643902222612,0.6848287804445224,0.7722611604966361,0.1495852534562212
ensemble,BGC0000171,20260811,1.0,0.24461722038645115,0.9998901098901101,0.9999750101850252,0.14753456221198158
ensemble,BGC0000175,20260811,0.5882352941176471,0.059075933973107786,0.9957204084493182,1.0,0.14857142857142858
ensemble,BGC0000469,20260811,1.0,0.75,1.0,1.0,0.14755760368663595
ensemble,BGC0001140,20260811,0.7575757575757575,0.07233980354911967,1.0,1.0,0.14691244239631338
ensemble,BGC0001441,20260811,0.746268656716418,0.07148287175188399,1.0,1.0,0.14735023041474654
ensemble,BGC0001574,20260811,0.9613636363636364,0.16397699208077646,0.9238423527462818,0.9650956167456318,0.1490783410138249
ensemble,BGC0001657,20260811,0.86,0.8607142857142857,0.8607142857142857,0.86,0.1474193548387097
ensemble,BGC0001700,20260811,1.0,0.15263832711014028,1.0,1.0,0.14460829493087554
ensemble,BGC0001945,20260811,0.785,0.6431039812590997,0.7862079625181994,0.8336532928891471,0.14801843317972352
ensemble,BGC0001952,20260811,1.0,0.25860088985088986,1.0,1.0,0.14986175115207373
ensemble,BGC0002061,20260811,0.9327272727272726,0.12233316030322262,0.4151041296409509,0.6521551989680999,0.14746543778801846
ensemble,BGC0002095,20260811,1.0,0.16765357524116525,0.4998255361229533,0.7446898636365736,0.14576036866359446
ensemble,BGC0002378,20260811,0.71,0.3865076729383911,0.6895528215116254,0.7842303886496316,0.15188940092165898
ensemble,BGC0002625,20260811,1.0,0.2745343040797586,1.0,1.0,0.14654377880184333
ensemble,BGC0000031,20260812,0.9227272727272728,0.15047932241281642,0.7378448053999731,0.8907061806174026,0.14847926267281106
ensemble,BGC0000078,20260812,0.85,0.5933709958133115,0.7057896106742422,0.7963749522251069,0.1480414746543779
ensemble,BGC0000171,20260812,1.0,0.244594115286423,0.9995897435897436,0.9999055192238064,0.14525345622119815
ensemble,BGC0000175,20260812,0.5882352941176471,0.0590775051660137,0.9958559498492202,1.0,0.1470967741935484
ensemble,BGC0000469,20260812,1.0,0.75,1.0,1.0,0.14737327188940091
ensemble,BGC0001140,20260812,0.7575757575757575,0.07233980354911967,1.0,1.0,0.14781105990783408
ensemble,BGC0001441,20260812,0.746268656716418,0.07148287175188399,1.0,1.0,0.14546082949308756
ensemble,BGC0001574,20260812,0.955,0.1635175887464574,0.9152750115858904,0.9599260234882696,0.14744239631336406
ensemble,BGC0001657,20260812,0.81,0.8109793814432991,0.8109793814432991,0.81,0.14631336405529954
ensemble,BGC0001700,20260812,1.0,0.15263832711014028,1.0,1.0,0.1432258064516129
ensemble,BGC0001945,20260812,0.84,0.6704557612400613,0.8409115224801227,0.8762071016849466,0.14880184331797236
ensemble,BGC0001952,20260812,1.0,0.25860088985088986,1.0,1.0,0.15085253456221198
ensemble,BGC0002061,20260812,0.9372727272727271,0.1374246780443864,0.4507612057038451,0.6850440686027235,0.14599078341013827
ensemble,BGC0002095,20260812,1.0,0.15475414944504576,0.4791202478543465,0.7227350414129474,0.14299539170506914
ensemble,BGC0002378,20260812,0.684,0.3825281462720194,0.6745436563772769,0.7695282664430617,0.1476036866359447
ensemble,BGC0002625,20260812,1.0,0.2745343040797586,1.0,1.0,0.14723502304147465
ensemble,BGC0000031,20260813,0.911818181818182,0.15069006090333475,0.7357854864058696,0.8857202210136357,0.1490783410138249
ensemble,BGC0000078,20260813,0.835,0.6554146497663411,0.810829299532682,0.8595656449373774,0.14829493087557602
ensemble,BGC0000171,20260813,0.9707692307692308,0.24140666120569976,0.958152840540342,0.9768497841990506,0.14246543778801846
ensemble,BGC0000175,20260813,0.5882352941176471,0.0591041312617747,0.998114537231747,1.0,0.14898617511520734
ensemble,BGC0000469,20260813,1.0,0.75,1.0,1.0,0.15119815668202766
ensemble,BGC0001140,20260813,0.7575757575757575,0.07233980354911967,1.0,1.0,0.14972350230414747
ensemble,BGC0001441,20260813,0.746268656716418,0.07148287175188399,1.0,1.0,0.14580645161290326
ensemble,BGC0001574,20260813,0.91,0.1625106105523111,0.8948294818502148,0.9335247804369332,0.14769585253456222
ensemble,BGC0001657,20260813,0.85,0.8508426966292134,0.8508426966292134,0.85,0.15087557603686635
ensemble,BGC0001700,20260813,1.0,0.15263832711014028,1.0,1.0,0.14211981566820275
ensemble,BGC0001945,20260813,0.85,0.6754781922750459,0.850956384550092,0.8839441578296374,0.1514746543778802
ensemble,BGC0001952,20260813,1.0,0.25860088985088986,1.0,1.0,0.1468663594470046
ensemble,BGC0002061,20260813,0.9327272727272726,0.13001255897500388,0.429238321006909,0.6674047149369885,0.14700460829493087
ensemble,BGC0002095,20260813,1.0,0.17469475845978405,0.5085469827487089,0.7570510345870115,0.1437327188940092
ensemble,BGC0002378,20260813,0.742,0.3854073558812721,0.6873183320836063,0.790761037288334,0.1468663594470046
ensemble,BGC0002625,20260813,1.0,0.2745343040797586,1.0,1.0,0.1476036866359447
ensemble,BGC0000031,20260814,0.9322727272727274,0.15401065494259197,0.7849100577311053,0.909561657724365,0.15032258064516127
ensemble,BGC0000078,20260814,0.805,0.6313119010516403,0.7726238021032805,0.8288365402380384,0.1477880184331797
ensemble,BGC0000171,20260814,0.9376923076923076,0.2401132112874601,0.9413379916032264,0.9602743918846964,0.14442396313364056
ensemble,BGC0000175,20260814,0.5882352941176471,0.05911652953376936,0.9991673189514624,1.0,0.14859447004608295
ensemble,BGC0000469,20260814,1.0,0.75,1.0,1.0,0.148110599078341
ensemble,BGC0001140,20260814,0.7575757575757575,0.07233980354911967,1.0,1.0,0.1459447004608295
ensemble,BGC0001441,20260814,0.746268656716418,0.07148287175188399,1.0,1.0,0.14753456221198158
ensemble,BGC0001574,20260814,0.8972727272727273,0.16211096103931827,0.8872947792765541,0.9261521080717009,0.14794930875576034
ensemble,BGC0001657,20260814,0.72,0.7238888888888888,0.7238888888888888,0.72,0.14566820276497694
ensemble,BGC0001700,20260814,1.0,0.15258788836370152,0.9987615954415956,0.9997544860774744,0.14158986175115207
ensemble,BGC0001945,20260814,0.82,0.6605157158525228,0.8210314317050457,0.8607329893955651,0.15016129032258066
ensemble,BGC0001952,20260814,1.0,0.25860088985088986,1.0,1.0,0.14746543778801846
ensemble,BGC0002061,20260814,0.928181818181818,0.1080564369078908,0.3920486471610751,0.6248479271142657,0.14776497695852533
ensemble,BGC0002095,20260814,1.0,0.16597263651633434,0.4920163728723528,0.7410233488512055,0.14700460829493087
ensemble,BGC0002378,20260814,0.7240000000000001,0.3831649106601576,0.6768833484490934,0.7811768858409652,0.1484101382488479
ensemble,BGC0002625,20260814,1.0,0.2745343040797586,1.0,1.0,0.14714285714285716
weighted_pfam,BGC0000031,20260810,0.9277272727272728,0.14906627274131296,0.7341452653185229,0.8890669529101731,0.5063594470046082
weighted_pfam,BGC0000078,20260810,0.79,0.5580039811906732,0.654526480899865,0.7434126514537618,0.5130645161290323
weighted_pfam,BGC0000171,20260810,1.0,0.2446256734718273,1.0,1.0,0.5102073732718894
weighted_pfam,BGC0000175,20260810,0.5882352941176471,0.05907668446839182,0.9957831099907728,1.0,0.5046774193548387
weighted_pfam,BGC0000469,20260810,1.0,0.75,1.0,1.0,0.5188018433179724
weighted_pfam,BGC0001140,20260810,0.7575757575757575,0.0723398035491197,1.0,1.0,0.5129032258064516
weighted_pfam,BGC0001441,20260810,0.746268656716418,0.07148287175188403,1.0,1.0,0.5234101382488479
weighted_pfam,BGC0001574,20260810,0.96,0.16427111677311554,0.9291363078925776,0.9658722849154762,0.5082027649769585
weighted_pfam,BGC0001657,20260810,0.78,0.7806875,0.7806875,0.78,0.5102304147465437
weighted_pfam,BGC0001700,20260810,1.0,0.15263832711014028,1.0,1.0,0.5126036866359447
weighted_pfam,BGC0001945,20260810,0.865,0.6828371550624859,0.8656743101249718,0.8955497420466737,0.5031336405529955
weighted_pfam,BGC0001952,20260810,1.0,0.25860088985088986,1.0,1.0,0.5104147465437788
weighted_pfam,BGC0002061,20260810,0.9327272727272726,0.12273534602412325,0.4179409282887267,0.6538913595631091,0.5164976958525346
weighted_pfam,BGC0002095,20260810,1.0,0.16772698584691847,0.4998802534783179,0.7452543930618399,0.5155990783410138
weighted_pfam,BGC0002378,20260810,0.7,0.3835566506927672,0.6793052267975672,0.7750825183400954,0.5125576036866359
weighted_pfam,BGC0002625,20260810,1.0,0.2745343040797586,1.0,1.0,0.5087327188940092
weighted_pfam,BGC0000031,20260811,0.9127272727272728,0.14663476276176662,0.7114309901882829,0.8731114657934117,0.5063133640552995
weighted_pfam,BGC0000078,20260811,0.81,0.5442484819416535,0.6366451120314551,0.7331932299525162,0.5145391705069123
weighted_pfam,BGC0000171,20260811,1.0,0.2446256734718273,1.0,1.0,0.5105299539170507
weighted_pfam,BGC0000175,20260811,0.5882352941176471,0.05907583556453357,0.9957115958665028,1.0,0.5050921658986175
weighted_pfam,BGC0000469,20260811,1.0,0.75,1.0,1.0,0.5187096774193549
weighted_pfam,BGC0001140,20260811,0.7575757575757575,0.0723398035491197,1.0,1.0,0.5129723502304148
weighted_pfam,BGC0001441,20260811,0.746268656716418,0.07148287175188403,1.0,1.0,0.5228801843317972
weighted_pfam,BGC0001574,20260811,0.9613636363636364,0.16396064475163996,0.9234878840596176,0.9651304878914788,0.5080645161290323
weighted_pfam,BGC0001657,20260811,0.86,0.8604375000000001,0.8604375000000001,0.86,0.5098617511520738
weighted_pfam,BGC0001700,20260811,1.0,0.15263832711014028,1.0,1.0,0.5129723502304148
weighted_pfam,BGC0001945,20260811,0.785,0.6430370503738164,0.7860741007476328,0.8336532928891471,0.503041474654378
weighted_pfam,BGC0001952,20260811,1.0,0.25860088985088986,1.0,1.0,0.5102995391705069
weighted_pfam,BGC0002061,20260811,0.9327272727272726,0.1199240539055594,0.4162808733301934,0.6491652937467138,0.5163594470046082
weighted_pfam,BGC0002095,20260811,1.0,0.16551614664535982,0.49691048380111796,0.7413298413763013,0.515184331797235
weighted_pfam,BGC0002378,20260811,0.71,0.3864587521636916,0.6897790009413743,0.7835984897841545,0.5115437788018433
weighted_pfam,BGC0002625,20260811,1.0,0.2745343040797586,1.0,1.0,0.508663594470046
weighted_pfam,BGC0000031,20260812,0.9381818181818182,0.1505458434823245,0.7403470164146423,0.8986058731486262,0.508225806451613
weighted_pfam,BGC0000078,20260812,0.85,0.5857679360517359,0.6908215863891862,0.7848077426625736,0.5175576036866361
weighted_pfam,BGC0000171,20260812,1.0,0.2446256734718273,1.0,1.0,0.5122350230414746
weighted_pfam,BGC0000175,20260812,0.5882352941176471,0.05907663347890759,0.9957791230299509,1.0,0.506705069124424
weighted_pfam,BGC0000469,20260812,1.0,0.75,1.0,1.0,0.5208755760368663
weighted_pfam,BGC0001140,20260812,0.7575757575757575,0.0723398035491197,1.0,1.0,0.5153686635944701
weighted_pfam,BGC0001441,20260812,0.746268656716418,0.07148287175188403,1.0,1.0,0.524516129032258
weighted_pfam,BGC0001574,20260812,0.9609090909090908,0.1636371706979482,0.9176553309684752,0.963452764945871,0.5105529953917051
weighted_pfam,BGC0001657,20260812,0.81,0.81059375,0.81059375,0.81,0.5123963133640553
weighted_pfam,BGC0001700,20260812,1.0,0.15263832711014028,1.0,1.0,0.5157142857142857
weighted_pfam,BGC0001945,20260812,0.84,0.6704134272705699,0.8408268545411398,0.8762071016849466,0.5057142857142857
weighted_pfam,BGC0001952,20260812,1.0,0.25860088985088986,1.0,1.0,0.5130645161290324
weighted_pfam,BGC0002061,20260812,0.9372727272727271,0.1285040926151498,0.43254808178887344,0.6672719353547015,0.5168433179723503
weighted_pfam,BGC0002095,20260812,1.0,0.17264729317854413,0.5121786009991492,0.7546556768818209,0.515483870967742
weighted_pfam,BGC0002378,20260812,0.696,0.3829599828370142,0.6766035592471247,0.7730624896886245,0.5143548387096775
weighted_pfam,BGC0002625,20260812,1.0,0.2745343040797586,1.0,1.0,0.5108525345622119
weighted_pfam,BGC0000031,20260813,0.911818181818182,0.1511964072731649,0.7423708853343769,0.8875894724301407,0.5059677419354839
weighted_pfam,BGC0000078,20260813,0.835,0.557132401196843,0.6479685060973897,0.7513073880631798,0.5152073732718894
weighted_pfam,BGC0000171,20260813,1.0,0.2446256734718273,1.0,1.0,0.5112672811059907
weighted_pfam,BGC0000175,20260813,0.5882352941176471,0.05907291795756892,0.9954633090227633,1.0,0.5044930875576037
weighted_pfam,BGC0000469,20260813,1.0,0.75,1.0,1.0,0.5188018433179724
weighted_pfam,BGC0001140,20260813,0.7575757575757575,0.0723398035491197,1.0,1.0,0.5133410138248848
weighted_pfam,BGC0001441,20260813,0.746268656716418,0.07148287175188403,1.0,1.0,0.5227649769585253
weighted_pfam,BGC0001574,20260813,0.96,0.16378667906769742,0.9200730669824838,0.9636268156777664,0.5073271889400921
weighted_pfam,BGC0001657,20260813,0.85,0.85046875,0.85046875,0.85,0.5099078341013825
weighted_pfam,BGC0001700,20260813,1.0,0.15263832711014028,1.0,1.0,0.5129032258064516
weighted_pfam,BGC0001945,20260813,0.85,0.6753799657962836,0.850759931592567,0.8839441578296374,0.5035483870967742
weighted_pfam,BGC0001952,20260813,1.0,0.25860088985088986,1.0,1.0,0.5107373271889399
weighted_pfam,BGC0002061,20260813,0.9327272727272726,0.1238601444088822,0.4218208102038492,0.656774136739598,0.5164746543778802
weighted_pfam,BGC0002095,20260813,1.0,0.16887315844979134,0.5041740242300053,0.7476146441184223,0.5151152073732719
weighted_pfam,BGC0002378,20260813,0.7140000000000001,0.38481229307758136,0.6848614038662724,0.7816498320286979,0.5119354838709677
weighted_pfam,BGC0002625,20260813,1.0,0.2745343040797586,1.0,1.0,0.5086866359447004
weighted_pfam,BGC0000031,20260814,0.9081818181818184,0.15267655381414055,0.7630591658613199,0.8921384364981748,0.5065668202764977
weighted_pfam,BGC0000078,20260814,0.805,0.5915464770157527,0.7023786683172196,0.7819762289669956,0.5125806451612903
weighted_pfam,BGC0000171,20260814,1.0,0.2446256734718273,1.0,1.0,0.5111751152073732
weighted_pfam,BGC0000175,20260814,0.5882352941176471,0.059078557449257565,0.9959421427802396,1.0,0.505
weighted_pfam,BGC0000469,20260814,1.0,0.75,1.0,1.0,0.5187096774193549
weighted_pfam,BGC0001140,20260814,0.7575757575757575,0.0723398035491197,1.0,1.0,0.5130184331797235
weighted_pfam,BGC0001441,20260814,0.746268656716418,0.071482871751884,1.0,1.0,0.5226958525345622
weighted_pfam,BGC0001574,20260814,0.9609090909090908,0.16387246266143968,0.9217111554234728,0.9645227049643076,0.5080184331797235
weighted_pfam,BGC0001657,20260814,0.72,0.720875,0.720875,0.72,0.5105069124423963
weighted_pfam,BGC0001700,20260814,1.0,0.15263832711014028,1.0,1.0,0.5130414746543779
weighted_pfam,BGC0001945,20260814,0.82,0.6604493394152077,0.8208986788304152,0.8607329893955651,0.5031336405529955
weighted_pfam,BGC0001952,20260814,1.0,0.25860088985088986,1.0,1.0,0.5104377880184332
weighted_pfam,BGC0002061,20260814,0.928181818181818,0.12037684889779275,0.41381226436743146,0.6476396169784842,0.5171658986175115
weighted_pfam,BGC0002095,20260814,1.0,0.16540080119946576,0.4936560486918029,0.7405762384748346,0.5151382488479263
weighted_pfam,BGC0002378,20260814,0.6940000000000001,0.3820862044937777,0.6726795806876268,0.7709230172545384,0.5121658986175115
weighted_pfam,BGC0002625,20260814,1.0,0.2745343040797586,1.0,1.0,0.5086405529953917
